date_key,date,tmin,tmax,tavg,prcp,snow
20220629,29-06-2022,14.4,30,22.2,0,0
20220630,30-06-2022,22.8,32.2,27.5,0,0
20220701,01-07-2022,18.3,26.7,22.5,0,0
20220702,02-07-2022,12.8,28.9,20.85,0,0
20220703,03-07-2022,15,30.6,22.8,0,0
20220704,04-07-2022,17.8,26.7,22.25,19.6,0
20220705,05-07-2022,20.6,31.7,26.15,48.5,0
20220706,06-07-2022,20,27.2,23.6,0.3,0
20220707,07-07-2022,17.2,29.4,23.3,0,0
20220708,08-07-2022,16.7,26.7,21.7,1,0
20220709,09-07-2022,14.4,26.1,20.25,0,0
20220710,10-07-2022,11.7,27.2,19.45,2.5,0
20220711,11-07-2022,19.4,30.6,25,0,0
20220712,12-07-2022,17.8,28.3,23.05,0,0
20220713,13-07-2022,16.7,26.1,21.4,0,0
20220714,14-07-2022,12.8,26.7,19.75,0,0
20220715,15-07-2022,16.1,23.9,20,14,0
20220716,16-07-2022,16.1,27.2,21.65,0,0
20220717,17-07-2022,17.2,30,23.6,0,0
20220718,18-07-2022,16.1,31.1,23.6,0,0
20220719,19-07-2022,22.8,30.6,26.7,0,0
20220720,20-07-2022,21.7,28.3,25,0,0
20220721,21-07-2022,19.4,31.7,25.55,0,0
20220722,22-07-2022,15.6,31.1,23.35,0,0
20220723,23-07-2022,21.7,32.2,26.95,31.8,0
20220724,24-07-2022,17.8,28.3,23.05,12.2,0
20220725,25-07-2022,14.4,25,19.7,0,0
20220726,26-07-2022,15.6,27.2,21.4,0,0
20220727,27-07-2022,20,27.8,23.9,7.1,0
20220728,28-07-2022,17.8,25.6,21.7,0.8,0
20220729,29-07-2022,15,26.1,20.55,0,0
20220730,30-07-2022,13.3,27.8,20.55,0,0
20220731,31-07-2022,16.1,27.8,21.95,0,0
20220801,01-08-2022,17.2,27.8,22.5,8.9,0
20220802,02-08-2022,15,30.6,22.8,0,0
20220803,03-08-2022,20.6,28.3,24.45,13.5,0
20220804,04-08-2022,17.2,28.9,23.05,0,0
20220805,05-08-2022,13.9,30,21.95,0,0
20220806,06-08-2022,22.2,32.8,27.5,27.4,0
20220807,07-08-2022,22.2,27.2,24.7,16.8,0
20220808,08-08-2022,15.6,25,20.3,10.2,0
20220809,09-08-2022,12.8,26.7,19.75,0,0
20220810,10-08-2022,14.4,28.3,21.35,0,0
20220811,11-08-2022,14.4,26.1,20.25,0,0
20220812,12-08-2022,11.7,19.4,15.55,0.5,0
20220813,13-08-2022,18.3,22.8,20.55,0.3,0
20220814,14-08-2022,16.1,22.2,19.15,0,0
20220815,15-08-2022,13.3,25.6,19.45,0,0
20220816,16-08-2022,12.8,26.7,19.75,0,0
20220817,17-08-2022,11.1,27.8,19.45,0,0
20220818,18-08-2022,13.3,27.2,20.25,0,0
20220819,19-08-2022,17.8,26.1,21.95,0.3,0
20220820,20-08-2022,17.8,23.3,20.55,4.6,0
20220821,21-08-2022,15.6,26.1,20.85,0,0
20220822,22-08-2022,11.1,27.2,19.15,0,0
20220823,23-08-2022,14.4,28.3,21.35,0,0
20220824,24-08-2022,14.4,27.8,21.1,4.3,0
20220825,25-08-2022,17.8,26.1,21.95,47.2,0
20220826,26-08-2022,16.1,25.6,20.85,0,0
20220827,27-08-2022,13.9,25,19.45,11.4,0
20220828,28-08-2022,17.8,28.3,23.05,1,0
20220829,29-08-2022,19.4,27.8,23.6,0,0
20220830,30-08-2022,16.7,25,20.85,0,0
20220831,31-08-2022,15,28.9,21.95,0,0
20220901,01-09-2022,16.1,29.4,22.75,0,0
20220902,02-09-2022,21.7,28.9,25.3,0,0
20220903,03-09-2022,15,23.3,19.15,6.9,0
20220904,04-09-2022,13.3,21.7,17.5,0,0
20220905,05-09-2022,12.2,22.2,17.2,0,0
20220906,06-09-2022,11.7,25.6,18.65,0,0
20220907,07-09-2022,11.7,28.3,20,0,0
20220908,08-09-2022,15.6,27.8,21.7,0,0
20220909,09-09-2022,16.1,27.8,21.95,0,0
20220910,10-09-2022,14.4,23.9,19.15,5.6,0
20220911,11-09-2022,12.8,14.4,13.6,55.4,0
20220912,12-09-2022,11.7,16.1,13.9,19.8,0
20220913,13-09-2022,12.8,24.4,18.6,0,0
20220914,14-09-2022,10,22.8,16.4,0,0
20220915,15-09-2022,11.7,26.7,19.2,0,0
20220916,16-09-2022,15.6,27.2,21.4,0,0
20220917,17-09-2022,18.9,26.1,22.5,0,0
20220918,18-09-2022,18.3,27.2,22.75,0,0
20220919,19-09-2022,14.4,26.7,20.55,0,0
20220920,20-09-2022,17.8,27.2,22.5,5.1,0
20220921,21-09-2022,13.3,25,19.15,0,0
20220922,22-09-2022,7.2,17.8,12.5,0,0
20220923,23-09-2022,5.6,16.7,11.15,0,0
20220924,24-09-2022,10.6,15.6,13.1,7.6,0
20220925,25-09-2022,12.2,20,16.1,2,0
20220926,26-09-2022,8.3,15.6,11.95,0,0
20220927,27-09-2022,5,13.9,9.45,0,0
20220928,28-09-2022,2.8,14.4,8.6,0,0
20220929,29-09-2022,1.7,17.2,9.45,0,0
20220930,30-09-2022,2.8,20.6,11.7,0,0
20221001,01-10-2022,3.3,21.7,12.5,0,0
20221002,02-10-2022,8.3,19.4,13.85,0,0
20221003,03-10-2022,4.4,20.6,12.5,0,0
20221004,04-10-2022,5,22.2,13.6,0,0
20221005,05-10-2022,5.6,23.3,14.45,0,0
20221006,06-10-2022,5,17.8,11.4,0,0
20221007,07-10-2022,1.1,11.1,6.1,0,0
20221008,08-10-2022,1.1,14.4,7.75,0,0
20221009,09-10-2022,6.1,19.4,12.75,0,0
20221010,10-10-2022,2.2,20,11.1,0,0
20221011,11-10-2022,7.8,22.2,15,0.5,0
20221012,12-10-2022,6.7,17.2,11.95,7.9,0
20221013,13-10-2022,3.3,8.9,6.1,0.8,0
20221014,14-10-2022,0.6,10,5.3,0,0
20221015,15-10-2022,-0.5,12.2,5.85,0,0
20221016,16-10-2022,2.8,9.4,6.1,0.5,0
20221017,17-10-2022,0,5,2.5,0.5,0
20221018,18-10-2022,-0.5,7.8,3.65,0,0
20221019,19-10-2022,-2.7,7.2,2.25,0,0
20221020,20-10-2022,1.1,16.1,8.6,0,0
20221021,21-10-2022,1.7,24.4,13.05,0,0
20221022,22-10-2022,10,25,17.5,0,0
20221023,23-10-2022,13.9,23.9,18.9,1,0
20221024,24-10-2022,16.7,22.2,19.45,2,0
20221025,25-10-2022,5.6,18.3,11.95,8.4,0
20221026,26-10-2022,0,11.7,5.85,0,0
20221027,27-10-2022,-1.6,13.3,5.85,0,0
20221028,28-10-2022,0,15,7.5,0,0
20221029,29-10-2022,-0.5,17.2,8.35,0,0
20221030,30-10-2022,3.9,16.1,10,0,0
20221031,31-10-2022,1.7,18.9,10.3,0,0
20221101,01-11-2022,0.6,21.1,10.85,0,0
20221102,02-11-2022,3.9,22.2,13.05,0,0
20221103,03-11-2022,7.8,21.7,14.75,0,0
20221104,04-11-2022,8.3,18.3,13.3,38.1,0
20221105,05-11-2022,6.7,16.7,11.7,15.5,0
20221106,06-11-2022,6.1,14.4,10.25,0,0
20221107,07-11-2022,1.7,9.4,5.55,0,0
20221108,08-11-2022,1.1,12.2,6.65,0,0
20221109,09-11-2022,8.9,20.6,14.75,0,0
20221110,10-11-2022,7.8,21.7,14.75,15,0
20221111,11-11-2022,-1,7.8,3.4,0.5,0
20221112,12-11-2022,-1,1.7,0.35,0.8,0
20221113,13-11-2022,-5.5,0.6,-2.45,0,0
20221114,14-11-2022,-6.6,2.8,-1.9,0,0
20221115,15-11-2022,-1,1.1,0.05,6.9,0
20221116,16-11-2022,-2.1,1.1,-0.5,0.8,5
20221117,17-11-2022,-3.8,0,-1.9,1.5,3
20221118,18-11-2022,-7.1,-3.2,-5.15,0,5
20221119,19-11-2022,-11,-3.8,-7.4,0,3
20221120,20-11-2022,-12.1,0,-6.05,0,3
20221121,21-11-2022,-6,5,-0.5,0,3
20221122,22-11-2022,-7.7,6.1,-0.8,0,3
20221123,23-11-2022,-4.9,11.1,3.1,0,0
20221124,24-11-2022,-1,9.4,4.2,0,0
20221125,25-11-2022,-1.6,10.6,4.5,0,0
20221126,26-11-2022,1.7,11.7,6.7,0,0
20221127,27-11-2022,-4.3,6.7,1.2,0,0
20221128,28-11-2022,-7.1,6.7,-0.2,0,0
20221129,29-11-2022,-2.7,11.1,4.2,6.6,0
20221130,30-11-2022,-8.2,-2.7,-5.45,0,0
20221201,01-12-2022,-9.3,1.1,-4.1,0,0
20221202,02-12-2022,-1,9.4,4.2,0,0
20221203,03-12-2022,-7.7,5,-1.35,0,0
20221204,04-12-2022,-6.6,2.2,-2.2,0,0
20221205,05-12-2022,0,3.3,1.65,0.3,0
20221206,06-12-2022,-3.8,1.1,-1.35,1,0
20221207,07-12-2022,-2.1,0.6,-0.75,0,0
20221208,08-12-2022,-3.2,2.8,-0.2,0,0
20221209,09-12-2022,-2.1,1.1,-0.5,11.7,0
20221210,10-12-2022,0.6,2.2,1.4,0.3,8
20221211,11-12-2022,0.6,2.2,1.4,0,5
20221212,12-12-2022,0,2.8,1.4,0,3
20221213,13-12-2022,1.1,2.2,1.65,1.3,3
20221214,14-12-2022,0.6,5.6,3.1,26.7,0
20221215,15-12-2022,-2.1,1.1,-0.5,8.4,10
20221216,16-12-2022,-4.9,-2.1,-3.5,0.5,8
20221217,17-12-2022,-7.1,-3.8,-5.45,0.3,8
20221218,18-12-2022,-14.3,-7.1,-10.7,0,8
20221219,19-12-2022,-17.1,-6,-11.55,0.3,8
20221220,20-12-2022,-15.5,-3.2,-9.35,0.3,8
20221221,21-12-2022,-18.8,-4.3,-11.55,0.5,8
20221222,22-12-2022,-23.8,-2.1,-12.95,5.8,13
20221223,23-12-2022,-24.3,-19.3,-21.8,0,15
20221224,24-12-2022,-19.3,-11.6,-15.45,0,15
20221225,25-12-2022,-18.2,-10.5,-14.35,0,15
20221226,26-12-2022,-16.6,-8.2,-12.4,0,15
20221227,27-12-2022,-16.6,-4.9,-10.75,0,13
20221228,28-12-2022,-4.9,5,0.05,0,13
20221229,29-12-2022,4.4,12.8,8.6,0,10
20221230,30-12-2022,-6.6,11.7,2.55,0,0
20221231,31-12-2022,-7.1,1.1,-3,2.3,0
20230101,01-01-2023,0.6,5.6,3.1,0.8,0
20230102,02-01-2023,-2.1,1.7,-0.2,0,0
20230103,03-01-2023,0,3.9,1.95,12.4,0
20230104,04-01-2023,-0.5,2.8,1.15,1,0
20230105,05-01-2023,-1,1.1,0.05,0.8,3
20230106,06-01-2023,-8.8,-1,-4.9,0,0
20230107,07-01-2023,-7.7,-2.1,-4.9,0,0
20230108,08-01-2023,-6,-3.2,-4.6,0,0
20230109,09-01-2023,-7.1,4.4,-1.35,0,0
20230110,10-01-2023,-4.3,2.8,-0.75,0,0
20230111,11-01-2023,-1.6,7.8,3.1,0,0
20230112,12-01-2023,-0.5,2.8,1.15,0,0
20230113,13-01-2023,-4.9,-0.5,-2.7,0.3,0
20230114,14-01-2023,-5.5,-1,-3.25,0,0
20230115,15-01-2023,-3.8,5.6,0.9,0,0
20230116,16-01-2023,2.2,7.8,5,7.9,0
20230117,17-01-2023,1.7,6.1,3.9,0.3,0
20230118,18-01-2023,0,2.8,1.4,2,0
20230119,19-01-2023,0,2.2,1.1,5.8,5
20230120,20-01-2023,-3.2,0,-1.6,0,3
20230121,21-01-2023,-5.5,-2.7,-4.1,0,3
20230122,22-01-2023,-7.7,-3.2,-5.45,1,5
20230123,23-01-2023,-7.7,-1.6,-4.65,0,3
20230124,24-01-2023,-3.2,0.6,-1.3,0,3
20230125,25-01-2023,-1.6,0,-0.8,3,3
20230126,26-01-2023,-12.1,-1,-6.55,1.3,5
20230127,27-01-2023,-12.7,1.7,-5.5,0.8,10
20230128,28-01-2023,-11,-8.2,-9.6,8.6,8
20230129,29-01-2023,-13.8,-8.2,-11,0.3,23
20230130,30-01-2023,-19.9,-12.7,-16.3,0,20
20230131,31-01-2023,-23.8,-12.7,-18.25,0,18
20230201,01-02-2023,-19.9,-4.3,-12.1,0,15
20230202,02-02-2023,-16.6,-2.7,-9.65,0,13
20230203,03-02-2023,-22.1,-14.3,-18.2,0,13
20230204,04-02-2023,-14.9,0.6,-7.15,0,13
20230205,05-02-2023,-8.8,2.2,-3.3,0,13
20230206,06-02-2023,-13.2,5.6,-3.8,0.5,10
20230207,07-02-2023,-1.6,6.1,2.25,0,8
20230208,08-02-2023,-4.9,7.2,1.15,0,3
20230209,09-02-2023,0.6,3.3,1.95,16,0
20230210,10-02-2023,-6.6,1.7,-2.45,0,8
20230211,11-02-2023,-7.7,5.6,-1.05,0,8
20230212,12-02-2023,-6,7.2,0.6,0,8
20230213,13-02-2023,-2.1,7.2,2.55,0,5
20230214,14-02-2023,-2.1,8.9,3.4,2.3,5
20230215,15-02-2023,0,8.9,4.45,0,0
20230216,16-02-2023,-6.6,0,-3.3,4.1,0
20230217,17-02-2023,-11,-4.3,-7.65,0,8
20230218,18-02-2023,-7.7,3.3,-2.2,0,5
20230219,19-02-2023,-1.6,7.2,2.8,0,3
20230220,20-02-2023,-6.6,5.6,-0.5,0,0
20230221,21-02-2023,-8.8,1.1,-3.85,0.8,0
20230222,22-02-2023,-3.2,-1,-2.1,10.7,0
20230223,23-02-2023,-7.1,-0.5,-3.8,1.3,3
20230224,24-02-2023,-12.1,-5.5,-8.8,0.8,3
20230225,25-02-2023,-6.6,0.6,-3,0.3,5
20230226,26-02-2023,-7.7,4.4,-1.65,0,5
20230227,27-02-2023,0,3.3,1.65,39.6,0
20230228,28-02-2023,-0.5,6.7,3.1,0,0
20230301,01-03-2023,1.1,11.1,6.1,0,0
20230302,02-03-2023,-2.7,2.2,-0.25,0,0
20230303,03-03-2023,-2.7,4.4,0.85,0,0
20230304,04-03-2023,-3.2,7.2,2,0.3,0
20230305,05-03-2023,-5.5,8.9,1.7,8.6,0
20230306,06-03-2023,0.6,5,2.8,3.6,0
20230307,07-03-2023,-1,7.8,3.4,0,0
20230308,08-03-2023,-1.6,7.2,2.8,0,0
20230309,09-03-2023,-1,3.3,1.15,9.1,0
20230310,10-03-2023,-2.1,1.1,-0.5,3,15
20230311,11-03-2023,-3.8,1.1,-1.35,2.8,8
20230312,12-03-2023,-3.2,3.3,0.05,2.5,13
20230313,13-03-2023,-6,-1.6,-3.8,0,8
20230314,14-03-2023,-12.7,0.6,-6.05,0,8
20230315,15-03-2023,-6,8.3,1.15,0,5
20230316,16-03-2023,0.6,7.2,3.9,8.1,0
20230317,17-03-2023,-11,0.6,-5.2,0.5,0
20230318,18-03-2023,-12.7,-3.8,-8.25,0,0
20230319,19-03-2023,-8.8,3.9,-2.45,0,0
20230320,20-03-2023,-1,9.4,4.2,0,0
20230321,21-03-2023,-0.5,12.2,5.85,0,0
20230322,22-03-2023,2.2,9.4,5.8,0,0
20230323,23-03-2023,-1,6.7,2.85,4.3,3
20230324,24-03-2023,-4.3,8.3,2,0,0
20230325,25-03-2023,-4.3,7.8,1.75,19.3,18
20230326,26-03-2023,-7.7,5,-1.35,0,15
20230327,27-03-2023,-6.6,5,-0.8,0,10
20230328,28-03-2023,-4.3,7.2,1.45,0,5
20230329,29-03-2023,-6,2.8,-1.6,0,0
20230330,30-03-2023,-7.7,5.6,-1.05,0,0
20230331,31-03-2023,5,17.8,11.4,30,0
20230401,01-04-2023,-2.1,6.1,2,0.5,0
20230402,02-04-2023,-2.1,12.8,5.35,0,0
20230403,03-04-2023,1.1,13.3,7.2,4.3,0
20230404,04-04-2023,5.6,12.2,8.9,3,0
20230405,05-04-2023,0,13.3,6.65,5.8,0
20230406,06-04-2023,-2.1,10,3.95,0,0
20230407,07-04-2023,-2.7,12.2,4.75,0,0
20230408,08-04-2023,0.6,17.8,9.2,0,0
20230409,09-04-2023,2.2,20,11.1,0,0
20230410,10-04-2023,10,22.8,16.4,0,0
20230411,11-04-2023,10.6,24.4,17.5,0,0
20230412,12-04-2023,15.6,28.3,21.95,0,0
20230413,13-04-2023,13.9,27.8,20.85,0,0
20230414,14-04-2023,13.3,27.8,20.55,0,0
20230415,15-04-2023,11.7,27.8,19.75,8.4,0
20230416,16-04-2023,-1,11.7,5.35,14.2,0
20230417,17-04-2023,-1.6,2.8,0.6,2.5,3
20230418,18-04-2023,-0.5,11.7,5.6,0,0
20230419,19-04-2023,1.1,7.2,4.15,3.3,0
20230420,20-04-2023,4.4,21.7,13.05,2.5,0
20230421,21-04-2023,3.9,11.7,7.8,0,0
20230422,22-04-2023,0,6.7,3.35,1.8,0
20230423,23-04-2023,-0.5,6.1,2.8,0,0
20230424,24-04-2023,-2.7,10,3.65,2.3,0
20230425,25-04-2023,0,8.3,4.15,0,0
20230426,26-04-2023,-3.2,12.2,4.5,0,0
20230427,27-04-2023,3.3,18.9,11.1,0,0
20230428,28-04-2023,1.7,20,10.85,0,0
20230429,29-04-2023,4.4,11.7,8.05,7.1,0
20230430,30-04-2023,2.2,5.6,3.9,3.6,0
20230501,01-05-2023,2.8,10.6,6.7,2.8,0
20230502,02-05-2023,3.3,12.8,8.05,0,0
20230503,03-05-2023,1.1,16.1,8.6,0,0
20230504,04-05-2023,3.9,23.3,13.6,0,0
20230505,05-05-2023,13.3,23.9,18.6,0.3,0
20230506,06-05-2023,13.3,20,16.65,0.8,0
20230507,07-05-2023,10.6,28.3,19.45,0,0
20230508,08-05-2023,10.6,14.4,12.5,13.5,0
20230509,09-05-2023,11.1,21.1,16.1,0,0
20230510,10-05-2023,8.3,24.4,16.35,0,0
20230511,11-05-2023,9.4,27.2,18.3,0,0
20230512,12-05-2023,15.6,23.9,19.75,0.3,0
20230513,13-05-2023,13.9,22.2,18.05,0,0
20230514,14-05-2023,7.2,16.1,11.65,2.8,0
20230515,15-05-2023,3.9,21.1,12.5,0,0
20230516,16-05-2023,8.3,26.1,17.2,0,0
20230517,17-05-2023,3.9,18.3,11.1,0,0
20230518,18-05-2023,3.9,23.3,13.6,0,0
20230519,19-05-2023,9.4,18.9,14.15,1.8,0
20230520,20-05-2023,6.7,23.3,15,0,0
20230521,21-05-2023,7.8,26.1,16.95,0,0
20230522,22-05-2023,9.4,26.7,18.05,0,0
20230523,23-05-2023,8.9,28.3,18.6,0,0
20230524,24-05-2023,10,22.2,16.1,0,0
20230525,25-05-2023,5,20,12.5,0,0
20230526,26-05-2023,2.8,23.3,13.05,0,0
20230527,27-05-2023,4.4,26.1,15.25,0,0
20230528,28-05-2023,7.8,27.2,17.5,0,0
20230529,29-05-2023,8.3,28.3,18.3,0,0
20230530,30-05-2023,10.6,31.1,20.85,0,0
20230531,31-05-2023,14.4,32.8,23.6,0,0
20230601,01-06-2023,16.1,31.7,23.9,16.5,0
20230602,02-06-2023,16.7,31.7,24.2,0,0
20230603,03-06-2023,14.4,32.8,23.6,0,0
20230604,04-06-2023,12.8,28.9,20.85,0,0
20230605,05-06-2023,10.6,30,20.3,0,0
20230606,06-06-2023,15.6,24.4,20,1.8,0
20230607,07-06-2023,10,24.4,17.2,0,0
20230608,08-06-2023,7.8,24.4,16.1,0,0
20230609,09-06-2023,7.2,27.2,17.2,0,0
20230610,10-06-2023,16.7,28.3,22.5,0,0
20230611,11-06-2023,7.2,16.7,11.95,3,0
20230612,12-06-2023,3.3,21.7,12.5,0,0
20230613,13-06-2023,11.7,20,15.85,2.3,0
20230614,14-06-2023,13.3,27.8,20.55,0,0
20230615,15-06-2023,8.9,23.3,16.1,0,0
20230616,16-06-2023,8.3,23.3,15.8,0,0
20230617,17-06-2023,8.9,27.2,18.05,0,0
20230618,18-06-2023,13.3,29.4,21.35,0,0
20230619,19-06-2023,15,30.6,22.8,0,0
20230620,20-06-2023,12.8,30,21.4,0,0
20230621,21-06-2023,13.9,31.7,22.8,0,0
20230622,22-06-2023,14.4,31.7,23.05,0,0
20230623,23-06-2023,12.2,32.2,22.2,0,0
20230624,24-06-2023,16.1,33.3,24.7,5.3,0
20230625,25-06-2023,19.4,26.7,23.05,0,0
20230626,26-06-2023,17.2,23.9,20.55,0,0
20230627,27-06-2023,15,28.3,21.65,0,0
20230628,28-06-2023,16.7,29.4,23.05,0,0
20230629,29-06-2023,20,32.2,26.1,0,0
20230630,30-06-2023,17.2,31.1,24.15,0,0
20230701,01-07-2023,19.4,27.8,23.6,1.3,0
20230702,02-07-2023,20,31.1,25.55,0,0
20230703,03-07-2023,16.1,33.3,24.7,0,0
20230704,04-07-2023,18.9,32.8,25.85,6.9,0
20230705,05-07-2023,18.9,31.1,25,11.7,0
20230706,06-07-2023,14.4,26.7,20.55,0,0
20230707,07-07-2023,11.7,25.6,18.65,0,0
20230708,08-07-2023,16.7,28.3,22.5,0,0
20230709,09-07-2023,12.2,28.9,20.55,0,0
20230710,10-07-2023,19.4,30.6,25,0,0
20230711,11-07-2023,16.7,27.8,22.25,0.8,0
20230712,12-07-2023,14.4,21.7,18.05,42.7,0
20230713,13-07-2023,14.4,27.2,20.8,9.9,0
20230714,14-07-2023,18.3,31.1,24.7,15,0
20230715,15-07-2023,17.2,28.3,22.75,0,0
20230716,16-07-2023,16.1,26.7,21.4,0,0
20230717,17-07-2023,13.3,25,19.15,0,0
20230718,18-07-2023,11.1,26.7,18.9,0,0
20230719,19-07-2023,13.3,27.8,20.55,0,0
20230720,20-07-2023,16.7,26.7,21.7,0,0
20230721,21-07-2023,12.8,27.8,20.3,0,0
20230722,22-07-2023,15,28.9,21.95,23.1,0
20230723,23-07-2023,15,28.3,21.65,0,0
20230724,24-07-2023,15.6,30,22.8,0,0
20230725,25-07-2023,18.3,31.1,24.7,0,0
20230726,26-07-2023,20.6,30,25.3,6.6,0
20230727,27-07-2023,18.3,32.2,25.25,0.8,0
20230728,28-07-2023,19.4,32.8,26.1,39.1,0
20230729,29-07-2023,18.3,28.3,23.3,0,0
20230730,30-07-2023,15,26.7,20.85,0,0
20230731,31-07-2023,14.4,27.8,21.1,0,0
20230801,01-08-2023,13.9,29.4,21.65,0,0
20230802,02-08-2023,19.4,28.3,23.85,0,0
20230803,03-08-2023,17.2,30.6,23.9,0,0
20230804,04-08-2023,18.9,28.9,23.9,0,0
20230805,05-08-2023,16.7,28.9,22.8,0,0
20230806,06-08-2023,15.6,26.1,20.85,0,0
20230807,07-08-2023,17.2,27.2,22.2,0,0
20230808,08-08-2023,16.7,30,23.35,0,0
20230809,09-08-2023,14.4,27.2,20.8,0,0
20230810,10-08-2023,16.7,28.3,22.5,0,0
20230811,11-08-2023,17.2,28.9,23.05,5.3,0
20230812,12-08-2023,16.7,28.3,22.5,0,0
20230813,13-08-2023,13.9,21.1,17.5,0.5,0
20230814,14-08-2023,15.6,22.2,18.9,50.5,0
20230815,15-08-2023,13.9,25,19.45,0,0
20230816,16-08-2023,13.3,26.7,20,0,0
20230817,17-08-2023,13.3,22.2,17.75,5.1,0
20230818,18-08-2023,10.6,23.9,17.25,0,0
20230819,19-08-2023,17.2,28.9,23.05,0,0
20230820,20-08-2023,20,32.8,26.4,0,0
20230821,21-08-2023,16.7,28.3,22.5,0,0
20230822,22-08-2023,16.1,31.1,23.6,0,0
20230823,23-08-2023,25.6,35.6,30.6,0,0
20230824,24-08-2023,23.3,35,29.15,0,0
20230825,25-08-2023,21.1,28.3,24.7,0,0
20230826,26-08-2023,13.3,22.2,17.75,0,0
20230827,27-08-2023,12.8,25,18.9,0,0
20230828,28-08-2023,10.6,26.7,18.65,0,0
20230829,29-08-2023,14.4,27.2,20.8,0,0
20230830,30-08-2023,8.9,22.2,15.55,0,0
20230831,31-08-2023,6.7,25.6,16.15,0,0
20230901,01-09-2023,10,27.8,18.9,0,0
20230902,02-09-2023,18.9,31.7,25.3,0,0
20230903,03-09-2023,21.1,34.4,27.75,0,0
20230904,04-09-2023,20,33.3,26.65,0,0
20230905,05-09-2023,23.3,30.6,26.95,0,0
20230906,06-09-2023,18.3,27.8,23.05,0.5,0
20230907,07-09-2023,14.4,20,17.2,0,0
20230908,08-09-2023,10.6,19.4,15,0.5,0
20230909,09-09-2023,7.8,25,16.4,0,0
20230910,10-09-2023,13.9,26.1,20,0,0
20230911,11-09-2023,12.8,19.4,16.1,8.1,0
20230912,12-09-2023,9.4,21.1,15.25,5.1,0
20230913,13-09-2023,8.3,18.9,13.6,0,0
20230914,14-09-2023,5.6,22.2,13.9,0,0
20230915,15-09-2023,10,25,17.5,0,0
20230916,16-09-2023,12.2,21.7,16.95,1,0
20230917,17-09-2023,9.4,22.8,16.1,0.3,0
20230918,18-09-2023,7.2,22.2,14.7,0.3,0
20230919,19-09-2023,13.3,21.1,17.2,9.1,0
20230920,20-09-2023,13.3,25.6,19.45,0,0
20230921,21-09-2023,16.7,26.1,21.4,1,0
20230922,22-09-2023,16.7,25,20.85,0,0
20230923,23-09-2023,15.6,26.7,21.15,0,0
20230924,24-09-2023,15.6,25,20.3,1.8,0
20230925,25-09-2023,16.7,24.4,20.55,21.1,0
20230926,26-09-2023,16.1,20,18.05,21.1,0
20230927,27-09-2023,16.7,20.6,18.65,4.3,0
20230928,28-09-2023,13.3,20,16.65,0,0
